default_code|name|description|sale_ok|purchase_ok|can_be_expensed|type|list_price|standard_price|barcode|categ_id|categ_parent_1|categ_parent_2|categ_parent_3|categ_parent_4|categ_parent_5|incoming_inspection|manufacturer_pref|warranty|warranty_type|lead_time|lead_time_type|rohs_regulation|manufacturer_purl|manufacturer_id|active|arancel_id|ecoraee_active|tracking|weight|intrastat_id|default_ubication|optional_product_ids|route_ids|version|uom_id|uom_po_id|invoice_policy|event_ok|customer_ids|description_sale|sale_line_warn|responsible_id|volume|produce_delay|sale_delay|hs_code|description_pickingout|description_pickingin|description_picking|intrastat_origin_country_id
CRDTA4G0250LW-Z1|Control Remoto de Dispositivos 4G||Sí|Sí|No|product|302,24154|196,457|http://server7/qr-almacen/?ref=CRDTA4G0250LW-Z1&token=aa842bd7bd0ea7016bc94426accfdaac|HARDWARE CONECTADO|INDUSTRIAL IOT|EQUIPOS IOT|HARDWARE CONECTADO|||No|CRDTA4G0250LW-Z1|2|year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
CRISTAL3+3/01829|REPARACIÓN||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=CRISTAL3+3-01829&token=f1a3e78a61de20ba44b7ff77b338c2a9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CRISTAL3+3/01829||year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
DASH-BUTTON/THINGSTREAM|DASH BUTTON IOT THINGSTREAM||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=DASH-BUTTON-THINGSTREAM&token=e57d5d87570c165f99be8df1adcb3709|HARDWARE CONECTADO|INDUSTRIAL IOT|EQUIPOS IOT|HARDWARE CONECTADO|||No|DASH-BUTTON PRESSTO-01|2|year|1|day|Sí|www.myriadgroup.com|41394|No||No|serial|0||MONO/Stock||Comprar|||||||||||||||||
DATO5000PT-Z1/1Y|PAQUETE DE DATOS 5GB POST ZONA 1 EUROPA 1 AÑO||Sí|Sí|No|product|69,23077|45|http://server7/qr-almacen/?ref=DATO5000PT-Z1-1Y&token=cb2a6975bfd195692ef9677ebba8d80d|CONECTIVIDAD|INDUSTRIAL IOT|SERVICIOS IOT|SERVICIO|CONECTIVIDAD||No|DATO5000PT-Z1/1Y|2|year|0|day|No|www.iotprojects.io|41662|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DATOS0500PT-Z1/1Y|PAQUETE DATOS 500 MB 1 AÑO ZONA 1||Sí|Sí|No|product|18,46154|12|http://server7/qr-almacen/?ref=DATOS0500PT-Z1-1Y&token=ff7e49bff7a8f038ff70e1654b7d990e|CONECTIVIDAD|INDUSTRIAL IOT|SERVICIOS IOT|SERVICIO|CONECTIVIDAD||No|DATOS0500P0T-Z1/1Y|2|year|0|day|No|www.iotprojects.io|41662|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DC1M-08GD71AW1QB-SAT|PRODUCTO SAT COMPACT FLASH 8GB -40 a 85ºC SLC iCF9||Sí|Sí|No|product|140,66154|91,43|http://server7/qr-almacen/?ref=DC1M-08GD71AW1QB-SAT&token=65d40ebbe7b5d7ef390e099a5e50fbf3||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|DC1M-08GD71AW1QB|2|year|27|day|Sí|www.innodisk.com.tw|40791|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
DECFA-32GM41BW1DC-SAT|PRODUCTO SAT CFAST 32GB MLC 3ME4 -40 A 85ºC INNODI||Sí|Sí|No|product|72,25733|54,193|http://server7/qr-almacen/?ref=DECFA-32GM41BW1DC-SAT&token=436fbe23ccf199ca47e7033191fdeac0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|DECFA-32GM41BW1DC|2|year|27|day|Sí|www.innodisk.com.tw|40791|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
DEMSM-32GM41BW1DC-SAT|PRODUCTO SAT DISCO MSATA HALF SIZE 32GB 3ME -40 a ||Sí|Sí|No|product|46,62223|34,96667|http://server7/qr-almacen/?ref=DEMSM-32GM41BW1DC-SAT&token=809237abc83957a48e8dc8dd2b01d1ef||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|DEMSM-32GM41BW1DC|2|year|27|day|Sí|www.innodisk.com.tw|40791|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
DESARROLLO-APIS-FW-ENGIDI|DESARROLLLO API's PARA FIRMWARE DISPOSITIVO ENGIDI||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=DESARROLLO-APIS-FW-ENGIDI&token=dcdd71d319dffb9f26c5beac4e9c2b00|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DESARROLLO-APIS-FW-ENGIDI|2|year|0|day|Sí||41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DESARROLLO-HWFW-AUSTRALIA|DESARROLLO HRDWARE/FIRMWARE NGD AUSTRALIA||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=DESARROLLO-HWFW-AUSTRALIA&token=aed0eaded53a6439e80397177cd23ea8|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DESARROLLO-HWFW-AUSTRALIA|2|year|0|day|Sí||41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DESARROLLO-IOT-ENGIDIV09|DESARROLLO HARDWARE REDISEÑO DISPOSITIVO ENGIDI||Sí|Sí|No|product|8250|5775|http://server7/qr-almacen/?ref=DESARROLLO-IOT-ENGIDIV09&token=74dfd0ac6b3675fda0c75cae2f20c2ee|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DISEÑO ELECTRONICO V.09|2|year|0|day|Sí|www.embeblue.com|41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DESARROLLO-MOCHILA-NBIOB28|DESARROLLO MÓDULO COMUNICACION ENGIDI NB-IOT B28||Sí|Sí|No|product|1800|1260|http://server7/qr-almacen/?ref=DESARROLLO-MOCHILA-NBIOB28&token=3c9997b5b3fc242950215e7639be09dc|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DESARROLLO-MOCHILA-NBIOB28||year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
DESARROLLO-MOCHILA-NBIOTWF|DESARROLLO MÓDULO COMUNICACION ENGIDI NB-IOT WIFI||Sí|Sí|No|product|3525|2467,5|http://server7/qr-almacen/?ref=DESARROLLO-MOCHILA-NBIOTWF&token=1bf35a816371704302cf94cbd0f5f2a1|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DESARROLLO-MOCHILA-NBIOTWF|2|year|0|day|Sí|www.embeblue.com|41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DESARROLLO-POC-CENTRAL/UTC|DESARROLLO HARDWARE Y FIRMWARE POC CENTRAL UTC||Sí|Sí|No|product|1774,62428571429|1242,237|http://server7/qr-almacen/?ref=DESARROLLO-POC-CENTRAL-UTC&token=4db5513ad5298958827ead2857934ff4|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DESARROLLO-POC-CENTRAL/UTC||year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
DESARROLLO-POC-RED_MALLADA|Desarrollo de red Mallada IQRF/RFID||Sí|Sí|No|product|6957,6|4522,44|http://server7/qr-almacen/?ref=DESARROLLO-POC-RED_MALLADA&token=6cd12fb91753255387c5d74ab237b8c5|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DESARROLLO-POC-RED_MALLADA|2|year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DESARROLLO-POWERLED-ENGIDI|FUNCIONALIDAD HARDWARE Y FIRMWARE STATUS BATERÍA||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=DESARROLLO-POWERLED-ENGIDI&token=39ebd9d08a968f215deccc87ce227114|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DESARROLLO-POWERLED-ENGIDI|2|year|0|day|Sí||41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DESARROLLO-WIFI-ENGIDIV09|CONECTIVIDAD WIFI DISEÑO DISPOSITIVO ENGIDI v09||Sí|Sí|No|product|1909,38461538462|1241,1|http://server7/qr-almacen/?ref=DESARROLLO-WIFI-ENGIDIV09&token=91fbee1bcd7d583d74a05308dedf77d5|DISEÑO|INDUSTRIAL IOT|SERVICIOS IOT|SERVICIO|HARDWARE + FIRMWARE|DISEÑO|No|DESARROLLO-WIFI-ENGIDIV09|2|year|22|day|Sí|www.embeblue.com|50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
DESMH-08GD09SW1SC-SAT|PRODUCTO SAT SATADOM 8GB HORIZ MLC 3ME3 -40 A +85º||Sí|Sí|No|product|39,70769|25,81|http://server7/qr-almacen/?ref=DESMH-08GD09SW1SC-SAT&token=c670586b1e09cce54893ce752f790436||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|DESMH-08GD09BW1SC|2|year|27|day|Sí|www.innodisk.com.tw|40791|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
DFA-CRD|EQUIPO DEMO del CRD||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=DFA-CRD&token=24baa435e8b64b543f4c9a72ffe7f374|EQUIPOS IOT|INDUSTRIAL IOT|EQUIPOS IOT||||No|DFA-CRD|2|year|22|day|Sí||50143|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DFA-DESARROLLO-CRD|EQUIPO DEMO para desarrollo del CRD||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=DFA-DESARROLLO-CRD&token=eb219c039441dca7767afcb789a42348|EQUIPOS IOT|INDUSTRIAL IOT|EQUIPOS IOT||||No||2|year|22|day|Sí||50143|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DIAGNOSTIC_EXPRESS|SERVICIO DIAGNOSTICO 24 - 48 HORAS||Sí|Sí|No|product|45|29,25|http://server7/qr-almacen/?ref=DIAGNOSTIC_EXPRESS&token=45fbf77cd3636c98972f77bb78e2cb0c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-PRUEBA/SERVICIO||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
DISEÑO-WIFI-ESP32-ENGIDI|DISEÑO GEOLOCALIZACION WIFI DISPOSITIVO ENGIDI v09||Sí|Sí|No|product|1125|787,5|http://server7/qr-almacen/?ref=DISEÑO-WIFI-ESP32-ENGIDI&token=23dabc2c8020a2c6649c823e4349c329|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|DISEÑO-WIFI-ESP32-ENGIDI|2|year|0|day|Sí|www.embeblue.com|41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
DLF1825-ENN-A11/1825153600|REAPRACION DLF1825||Sí|Sí|No|product|211,66154|137,58|http://server7/qr-almacen/?ref=DLF1825-ENN-A11-1825153600&token=3f4fc524b385af6b37c07d4c90e3130f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|DLF1825-ENN-A11/AU182515360046|6|month|42|day|Sí|www.litemax.com.tw|40809|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
DLF1825-ENN-A11-SAT|"PRODUCTO SAT TFT 18,5"" WIDE 1366X768 PIXELS 1.000 "||Sí|Sí|No|product|368,61538|239,6|http://server7/qr-almacen/?ref=DLF1825-ENN-A11-SAT&token=a005ba560936c56c44f7fb7dae85f6bb||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|DLF1825-ENN-A11||year|42|day|Sí|www.litemax.com.tw|40809|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
D-LF-EQUIPO-CONECTADO|Demo Equipo Conectado||Sí|Sí|No|product|1067,74052|694,03134|http://server7/qr-almacen/?ref=D-LF-EQUIPO-CONECTADO&token=4052adc2d7da83b6efd9ad7cf5de1395|HARDWARE CONECTADO|INDUSTRIAL IOT|EQUIPOS IOT|HARDWARE CONECTADO|||No|D-LF-EQUIPO-CONECTADO|2|year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
ECP2324-HRS-KIOSK-FW110-SAT|"PRODUCTO SAT IMPR. TERMICA COMPACTA KIOSK 2"" 24V"||Sí|Sí|No|product|116,49231|75,72|http://server7/qr-almacen/?ref=ECP2324-HRS-KIOSK-FW110-SAT&token=f4e8a335941762f2107dc91463bf9c4d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|90200063A1100 FW V 1.10||year|105|day|Sí||40936|No|0|No|serial|0|84729080|MONO/Stock||Comprar|||||||||||||||||
ELO-TOUCH15/5W-SAT|"PRODUCTO SAT SENSOR TACTIL RESISTIVO 15"" 4:3 ELO 5"||Sí|Sí|No|product|269,90769|175,44|http://server7/qr-almacen/?ref=ELO-TOUCH15-5W-SAT&token=61bd8cb7680f0c52934927d2f720655d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|TEAE05555000|1|year|60|day|Sí|www.winmate.com.tw|40180|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
EMB-BT1-A30-3845-MS-SAT|PRODUCTO SAT PLACA MINI-ITX CELERON E3845 2GHZ 2xL||Sí|Sí|No|product|225,14615|146,345|http://server7/qr-almacen/?ref=EMB-BT1-A30-3845-MS-SAT&token=5e8e4ab66b54d469e2df4dd0a57712ad||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|EMB-BT1-A30-3845-MS|2|year|42|day|Sí||40786|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
FABRICACION-NGD/EMB|FABRICACION VERIFICACION DISPOSITIVO NGD EMBEBLUE||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=FABRICACION-NGD-EMB&token=77bfe5eff1495e1e85e760773d0baeae|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|FABRICACION DISPOSITIVO ENGIDI|2|year|0|day|Sí|www.embeblue.com|41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
G065VN01V2-SAT|"PRODUCTO SAT 6,5"" TFT 640X480 BLED  800 nits Top -"|Embalaje: 80|Sí|Sí|No|product|98,73846|64,18|http://server7/qr-almacen/?ref=G065VN01V2-SAT&token=3cb988229f570f713795bfdf14956b6d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No||1|year|63|day|Sí|www.promate.com.tw|41083|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
G121SN01V4-SAT|"PRODUCTO SAT 12,1"" TFT 800X600 BL LED 450 nits"|Embalaje: 20|Sí|Sí|No|product|151,86462|98,712|http://server7/qr-almacen/?ref=G121SN01V4-SAT&token=0dfbf50cdb3e893d88f6ef085b9f0bd9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|G121SN01V403|1|year|63|day|Sí|www.promate.com.tw|41083|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
G121XN01-V00-SAT|"PRODUCTO SAT TFT 12.1"" BACKLIGHTLED, 1024X768 PIXE"||Sí|Sí|No|product|145,45833|104,73|http://server7/qr-almacen/?ref=G121XN01-V00-SAT&token=2881a837d4ac968fe38f17dd9267d809||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|G121XN01-V0|1|year|49|day|Sí|www.tonyalight.com|40819|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
G170ETN010-SAT|"PRODUCTO SAT 17"" TFT 1280x1024 BL 350nit Top -0º +"|Embalaje: 8|Sí|Sí|No|product|177,63589|115,46333|http://server7/qr-almacen/?ref=G170ETN010-SAT&token=ef9961a463615255cc923e38b5db3608||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|G170ETN01.0|1|year|6|week|Sí|www.tonyalight.com|40819|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
GENE-BSW5-A11-0002-SAT|"PRODUCTO SAT PLACA 3.5"" N310, DDR3L, 2LAN, 5 USB, "||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=GENE-BSW5-A11-0002-SAT&token=a4e3cefdde8a26d53381399a3443e403||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|GENE-BSW5-A10-0002|2|year|42|day|Sí|www.aaeon.com.tw|40786|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
HANDLING-INSPECTION|INCLUDE ACCEPTANCE, ADMIN., COST ESTIMATE||Sí|Sí|No|product|56,4|36,66|http://server7/qr-almacen/?ref=HANDLING-INSPECTION&token=355b6c66066a6a8dc9fd1ed55a37bdf1||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|REP-HANDLING&INSPECTION||year|15|day|Sí||50143|No|0|No|none|0|84733080|MONO/Stock||Fabricar|||||||||||||||||
HORA-DESARROLLO-HWFW/IRI|HORA DESARROLLO HARDWARE Y/O FIRMWARE IRIDEON||Sí|Sí|No|product|79,30769|51,55|http://server7/qr-almacen/?ref=HORA-DESARROLLO-HWFW-IRI&token=f7adf3fba39777a17f37e4ea4ec5de9c|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|HORA-DESARROLLO-HWFW/IRI|2|year|0|day|Sí|www.irideon.eu|41596|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
HORA-INGENIERIA-HWFW|HORA DESARROLLO INGENIERIA HARDWARE Y/O FIRMWARE||Sí|Sí|No|product|90|63|http://server7/qr-almacen/?ref=HORA-INGENIERIA-HWFW&token=e6d17c178f856e0b114ae4c6ed1fc715|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|HORA-INGENIERIA-HWFW|2|year|0|day|Sí|www.embeblue.com|41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
HORA-SOPORTE-FW-ENGIDI|HORA DESARROLLO Y SOPORTE FW ENGIDI||Sí|Sí|No|product|90|63|http://server7/qr-almacen/?ref=HORA-SOPORTE-FW-ENGIDI&token=04021ec57615c5e87d45b034e9a3513a|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|HORA-SOPORTE-FW|2|year|0|day|Sí||41422|No||No|none|0||MONO/Stock||Comprar|||||||||||||||||
HORA-SOPORTE-FW-HW-IOT|HORA DE SOPORTE Y DESARROLLO HARDWARE Y FIRMWARE||Sí|Sí|No|product|90|63|http://server7/qr-almacen/?ref=HORA-SOPORTE-FW-HW-IOT&token=468e2ef6bae49815d8b2c248232ddcc7|SERVICIOS IOT|INDUSTRIAL IOT|SERVICIOS IOT||||No|HORA-SOPORTE-FW-HW-IOT||year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
HYCON-HY46XX-SAT|PRODUCTO SAT HYCON CONTROL BOARD HY46xx||Sí|Sí|No|product|0|0|http://server7/qr-almacen/?ref=HYCON-HY46XX-SAT&token=a3340c4bba83ad1827b138fef8316f04||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|HYCON-HY46XX|1|year|77|day|Sí|www.powertip.com.tw|50084|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
INTEGRACION-SMART-TOILETTE|INGENIERÍA INTEGRACION SENSORES LORAWAN SMART TOIL||Sí|Sí|No|product|2961,53846|1925|http://server7/qr-almacen/?ref=INTEGRACION-SMART-TOILETTE&token=84e0b7ddbd6c9f8a0fdc2a4a2d8b04a0|SOFTWARE|INDUSTRIAL IOT|SERVICIOS IOT|SERVICIO|SOFTWARE||No|INTEGRACION-SMART-TOILETT||year|15|day|Sí||50143|No||No|none|0||MONO/Stock||Fabricar|||||||||||||||||
INV-GBSW5-G121SN01/30CM-SAT|PRODUCTO SAT CABLE ALIM. BACKLIGHT G121SN01 A GENE||Sí|Sí|No|product|4,25333|3,19|http://server7/qr-almacen/?ref=INV-GBSW5-G121SN01-30CM-SAT&token=48697750ff1be86d66bb396591ae849d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-159B||year|27|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
INV-GENECV05-LEDDRV/35CM-SAT|"PRODUCTO SAT CABLE ALIM INVERTER REGUL. TFT 10.4"" "||Sí|Sí|No|product|16,816|12,612|http://server7/qr-almacen/?ref=INV-GENECV05-LEDDRV-35CM-SAT&token=8394710f5fd13969ca1595b7b9a043aa||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-110B||year|27|day|Sí||40793|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
INV-GENECV05-LID18A05/30-SAT|PRODUCTO SAT CABLE INVERTER 35CM GENE-CV05 A LID18||Sí|Sí|No|product|4,90674|3,18938|http://server7/qr-almacen/?ref=INV-GENECV05-LID18A05-30-SAT&token=d13f73de56afe0422a1dfc3c3fad5838||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-084B||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
INV-PICOCV01A10-D0650BMG-SAT|PRODUCTO SAT CABLE INVERTER 10CM PICO-CV01 A DLC06||Sí|Sí|No|product|4,90769|3,19|http://server7/qr-almacen/?ref=INV-PICOCV01A10-D0650BMG-SAT&token=ef84b62898a86968152af20607b94ad0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-092B||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
INV-W945GSE-G121SN01V4-SAT|PRODUCTO SAT CABLE INVERTER 35 CM WAFER-945GSE-N27||Sí|Sí|No|product|4,85275|3,15429|http://server7/qr-almacen/?ref=INV-W945GSE-G121SN01V4-SAT&token=6c8c21dd420b99faa27e89e5427f6bd0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-072B (INVERTER CABLE)||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
INV-WPVN455-LEDDRV/20CM-SAT|PRODUCTO SAT CABLE INVERTER 20CM WAFER-PV-N4552 A ||Sí|Sí|No|product|28,02667|21,02|http://server7/qr-almacen/?ref=INV-WPVN455-LEDDRV-20CM-SAT&token=538ae49afeb06e50dde9315f2ea2e83b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-098B||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
JH104LPNN-1000-SAT|"PRODUCTO SAT 10,4"" TFT SVGA BL LED 1000 nits-30+80"||Sí|Sí|No|product|396,49743|257,72333|http://server7/qr-almacen/?ref=JH104LPNN-1000-SAT&token=223f027318be6ba462f9556ce8a08531||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|JH104LPNN WITH G104STN01.0|1|year|35|day|Sí|www.jnmdisplay.com|40774|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
JH150LPNN-1500-SAT|"PRODUCTO SAT 15"" TFT 1024x768 1500 nits LVDS -30 +"||Sí|Sí|No|product|291,65385|189,575|http://server7/qr-almacen/?ref=JH150LPNN-1500-SAT&token=e31330b3e6092f12521441f9057ede50||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|JH150LPNN-1500|1|year|35|day|Sí|www.jnmdisplay.com|40774|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
JH43WLONN-1500-SAT|"PRODUCTO SAT 43"" OF 1920x1080 BL1500 nits IPS VGA-"||Sí|Sí|No|product|1033,03077|671,47|http://server7/qr-almacen/?ref=JH43WLONN-1500-SAT&token=3191e91c541db5d66f548ee25d88753c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|JH43WLPNN-1500|1|year|42|day|Sí|www.jnmdisplay.com|40774|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
JH43WLPNN-1500-SAT|"PRODUCTO SAT 43"" TFT 1920x1080 BL1500 nits IPS VGA"||Sí|Sí|No|product|979,01538|636,36|http://server7/qr-almacen/?ref=JH43WLPNN-1500-SAT&token=f4a1a014e265c1698f76d26687957ed4||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|JH43WLPNN-1500|1|year|44|day|Sí|www.jnmdisplay.com|40774|No|0|No|none|0|85312095|MONO/Stock||Comprar|||||||||||||||||
LVDS-GBSW5-G121SN01/30CM-SAT|"PRODUCTO SAT CABLE LVDS TFT 12.1"" G121S1 A GENE BS"||Sí|Sí|No|product|33,36|25,02|http://server7/qr-almacen/?ref=LVDS-GBSW5-G121SN01-30CM-SAT&token=0dfc53ed5af1f5725586cab91b148748||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-159A||year|27|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
LVDS-GENECV05-DLF1825/40-SAT|PRODUCTO SAT CABLE LVDS 40CM GENE-CV05 A DLF1825-E||Sí|Sí|No|product|32,72308|21,27|http://server7/qr-almacen/?ref=LVDS-GENECV05-DLF1825-40-SAT&token=5754851c5a3abf083c9a20df332728ca||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-084A||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
LVDS-GENECV05-JH104/35CM-SAT|"PRODUCTO SAT CABLE LVDS GENECV05 A TFT 10.4"" 35CM"||Sí|Sí|No|product|28,02667|21,02|http://server7/qr-almacen/?ref=LVDS-GENECV05-JH104-35CM-SAT&token=4b2730cfba09586c0078ee395f682324||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-110A||year|27|day|Sí||40793|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
LVDS-PICOCV01A10-D0650BMG-SAT|PRODUCTO SAT CABLE LVDS 18 BITS 22CM PICO-CV01 A D||Sí|Sí|No|product|32,69231|21,25|http://server7/qr-almacen/?ref=LVDS-PICOCV01A10-D0650BMG-SAT&token=5b645c261ce965a3ef70e8cc613edf44||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-092A||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
LVDS-PICOCV05-DB15/30CM-SAT|PRODUCTO SAT CABLE LVDS DE PLACA PICO A DB15, 30CM||Sí|Sí|No|product|25,87077|16,816|http://server7/qr-almacen/?ref=LVDS-PICOCV05-DB15-30CM-SAT&token=6131d570c0c98de337ace3a6e1ff7408||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-186||year|27|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
LVDS-W945GSE-G121SN01V4-SAT|PRODUCTO SAT CABLE LVDS 35 CM WAFER-945GSE-N270-R1||Sí|Sí|No|product|32,72308|21,27|http://server7/qr-almacen/?ref=LVDS-W945GSE-G121SN01V4-SAT&token=0f78e5193fa34784affa4159121ccd6c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-072A||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
LVDS-WPVN455-G150XG03/30CM-SAT|"PRODUCTO SAT CABLE LVDS 30CM TFT 15"" JNM A WAFER-P"||Sí|Sí|No|product|4,20333|3,1525|http://server7/qr-almacen/?ref=LVDS-WPVN455-G150XG03-30CM-SAT&token=7622e7f1a3320050740f595a07b1146c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|CK-098A||year|26|day|Sí||40793|No|0|No|none|0|85444290|MONO/Stock||Comprar|||||||||||||||||
